eth_address,amended_address,dot_balance,polkadot_address
0xAA71944087a4242E157Bb28a8a1B110274228EA5,undefined,45880000000000,126xYH98B2Eu7FMpxhqjVA4weEe5i8dhvw3mwu1E6mD2x5wv
0x46822990c0B2D37f6E4De46d6201e4ceE5EC6117,undefined,309971000000000,13QUgyeqJrTPE4eD4B2ucEbq1wyNHopjwsnVYTZTyG5CLheq
0x00e1738f0A09511622e06DFedE9Ec64201bd394E,undefined,412927000000000,
0x75b5e23BDb919c8c798db9366cC447a6984F798d,undefined,7410402000000000,13QUgyeqJrTPE4eD4B2ucEbq1wyNHopjwsnVYTZTyG5CLheq
0xBC49098d1f282e8D10fc8EC1f27e119fA45f8498,undefined,45880000000000,
0x2ecb3D65993040D26944b347119eefa31F7BF3b4,undefined,45880000000000,138FeTifvU6y9CXFPqqBcuad8izH3XAkjcd2QiJuYEP4DELD
0x76C1E740aa7F9685923E23E884FB23361f008111,undefined,36704000000000,
0x884748C1bA66a37845aBD3CC3BEE1621CfF23241,undefined,9176000000000,
0x009715B79dcb53d3fFF43Ed82C11b2CeF7088730,undefined,13773000000000,
0x00b16993A0B0cebCa447009FD302C7D085f4A3F3,undefined,45880000000000,
0x00dAAC3D76e6a2E0Bda10600e5a6b0e044ea2117,undefined,184441000000000,
0x00BF1C98CD754206368af6E2C36E0661454adB11,undefined,458808000000000,
0x8Ce6c2909b2bBE2f6A5bb8DF2F37568668D22663,undefined,18352000000000,
0x0007265D4ce76F580CCf575EF78d9F63181eAEC4,undefined,205888000000000,
0x006E724fCE558BE730B5EbF7f1d4da69B8d72DaF,undefined,10093000000000,
0x009fe4C8Eda6664669EE264c1Db5F831D4aF2F5F,undefined,5551000000000,
0xD84372F8b7FEFa198c90e3eC77d5B062E0467b32,undefined,47716000000000,
0x6eBd92abD194f0cD6ffD845b0f7c81bc9b11AB1d,undefined,73409000000000,
0x09F8EB817BeD2Df18Ed680C9c310B9Ea75C2a488,undefined,45880000000000,
0x6c068858140829F7fddD7907bCa518e6b97c7274,undefined,33125000000000,
0x2fBD318CE7D1b4399d68Fdd3561921B1b6FB1d80,undefined,18352000000000,12KJ2fiQLtB6gCW4WX13WhK98EEaUQEtrSNy3ni8f2n332YP
0x00eAA3371C03ec84B98706abF06BfCa8B85956bd,undefined,449632000000000,
0x54368965237A390978643cceD184C6Ec51D0fFED,undefined,12571000000000,
0xA95e38A8DC50337aED200378a46BFd23d33232f5,undefined,36704000000000,13v7WgZjnzLZwb8o6Q1iwn9HjStGjke5dfFKPVGP1reRdxNU
0x08d2502EF55264180f07970Bd2fE83bC206f0715,undefined,27666000000000,
0x00EdF9881b2295cD5f87E43d57Ac2707bEF7F2C0,undefined,9176000000000,
0x1Cda53CdAe34c5c3B2C62E35BDD1Db577e56d3a5,undefined,9726000000000,
0x56Fa0858580A1f355eF357c2B909915f72c4b626,undefined,22940000000000,
0x57f0C073F9954B81DD7DE5D4B33cBcea46500d8D,undefined,9176000000000,
0x001ca8b01a535b2f6d01d9f361F86Dc495BdB21d,undefined,449632000000000,
0x92FB25e8D9Fa70512c5709C401274D1E6a441f6D,undefined,149801000000000,
0x009bAE8840cB3906DE25E5F8B9e89Ee6cf7EaA43,undefined,4588000000000,
0x4B11F86a69ed65E8e2266d936c55dC66f43dA055,undefined,9176000000000,
0x2D849681da9673b51535230397B2aad3E68F7D49,undefined,27528000000000,
0x00508808BCe4e1D3d170Cc4cEdF616e759522144,undefined,2020000000000,
0x0d5a35d09BD00dd0d73928aA1d67C266Bfd6273A,undefined,55057000000000,
0xe09f6BbACF54DcDdfc5277A0355f2dcfe657c2d0,undefined,18352000000000,
0x035e77f52292994008EEac5689F59457998f4F05,undefined,183138000000000,
0xBf2D514689faD1121753850b85496743Cb6BA7dF,undefined,32116000000000,
0x3B8F1babF9C1A911EEFD093089ACb1A47B7c4fb2,undefined,18352000000000,
0x07Ff3463620606E7483F074c44FC25C32383bC79,undefined,137642000000000,
0x00b004eFb56CDD4fB9bC79132f2Fd60902c28142,undefined,5322000000000,
0x62a98395A16d0050D55a4C575daF1048bC9cb023,undefined,36213000000000,
0x231e4177e2d79bcFFB4dD1D0e9b6cfA31F1acD98,undefined,31198000000000,
0x15010e04d91CA1a9374a0cDA2902039D362FBedD,undefined,612050000000000,
0x38F438c88C8c43562C4Ceb3c0D7b24e11C03B708,undefined,11057000000000,13ziMR3GzxSSwEjeyT9MHQx88wMZ5mdPp9tfmz3eRd6HhemN
0x004dEEf731d0998523980400C6be915b827d4a17,undefined,5725000000000,
0x27C6574264011276Bb58654E48973380d5C20717,undefined,91761000000000,12YhBjDMFduefmJTvGPUNzJQADviy46R3r1N2JZFtA6aTyhW
0x007CECcC832E7d85B6E02859a60eF100BfB4a2B0,undefined,55057000000000,
0x3c44438Ca119Cb3f91dEe8f514F435F2d88c338F,undefined,93046000000000,
0x008Bd7c09ec961aAC1FFFb733e6f7615BA6990b7,undefined,91000000000,
0x006cb4d719CAd2BA7Ac9cae5520378b76FCbAF1A,undefined,9864000000000,15LtLNvkiYdWVG3pZhPwnnq5GHzMGgvmoBux9y2ZboZxWGsJ
0x9CB6247bF9e22da514b1b32aCAE28C560C73d848,undefined,9543000000000,14FqL3YYNafMV8rYunZuC68eujYvd3Niwa2TwUguSGHPGRB3
0xEF710bfEe1c6e6DeD8ECbbfB8449E782a809376B,undefined,18352000000000,
0xE51231DAA306aCF16EAc34A864564cA36B262A1f,undefined,9176000000000,
0x002bd178dc5EC5ae344d367D4a97281f63736D7b,undefined,500239000000000,13m67TnHKwLCS29DdShsmPouuCFJ3kKMeSgfmybMrmkvykAU
0x414F19CF5dbf026f6e069532c8C220b82239c652,undefined,70897000000000,
0x00cf211b9F0fb04dFA9f7717AC2D614226Bd1873,undefined,123373000000000,
0x7038e2b36b1117C7c9aC36C511c1965bC14b2062,undefined,183523000000000,
0x001Ed2471e25c381B3c24895FceB399DbB4F319d,undefined,40833000000000,13rkvXo6QuXgUdoqoDJFTJXXwyEKxjN7bxdjsgLdU3b5sU9B
0x00410f38E2aB3f96A8303558eC4b470ad81dD10F,undefined,9176173000000000,
0x000e1841bD5780F77EBEe2DD24a19CC47E1e47b2,undefined,36486000000000,
0x00961f206d72118bCBb9685c1F642682c11902Bd,undefined,183523000000000,1uwGQDPR8cq8kHb4ZDcu25aarj2ZaVw3CSTGVFyahYPbfTU
0x0027BE158B9f1DC432577577D225f0520c309696,undefined,4483000000000,
0x00aa4C31db8FCF894fcC3499B2ebcF3E4eEB8842,undefined,9176000000000,
0x00936a6C0bd3a0110725442f1e0887D5aD459160,undefined,72950000000000,
0xD8094382e17E1d0c9393Bf84d2fa671D57a71A05,undefined,45880000000000,
0xc4Bf46544793204B9ab9b0d276c7416b86378115,undefined,137642000000000,
0xc09C648B43dacC11C63F053c95beed79C3E7fB31,undefined,35443000000000,
0x006E6907ba032a02644f7289d5A2E5b6f3E41A49,undefined,321166000000000,16Mcxcsf9z2Xrednup29u47dDNJy4RLgkdR4ey9MwEth9PW7
0x00F0f772504eCa495A1E9BC3B8A1CeC2b639C9Df,undefined,316577000000000,15MGDaHvVeTSHfEYhMR5sBqwPBJZKZ7Q7ytE9ecnARQwqM5m
0x0086Eb4EDdA94678c1D7894533072AF28e6B0FAa,undefined,917000000000,
0x012D78b8ae3effb27D1A177cb14B2776562AA192,undefined,4588000000000,
0xAa5FBfcdDc1a8cC93B95498880951526eE7314A5,undefined,28904000000000,
0x005fF4500730a6A2a32B6ADD8C27abf2803b3Bf0,undefined,91761000000000,
0x64CEA862Ccb0395F7b0f2aD5bc63b0F299A56637,undefined,27666000000000,
0xe204f47C00bF581d3673B194Ac2b1d29950D6AD3,undefined,91761000000000,
0xb8441EA3b1D64620b1b83A902a7B711c2066447C,undefined,1495844000000000,
0x75485Be7DC5D7E1218052aCCD222E75d4484DF1C,undefined,61939000000000,146FCuBSNJBsHPWRDTbn8fzyHA6VB27TzhFThwRcZxGiZFtk
0xA640c639421c815Ad2E40be3ed98fF0eb0E446B4,undefined,93092000000000,1bUcCbGnsLXT4bfdV6vB3vH3VzhRAPEEsu484E3JeaJVYgm
0x3C44151439965c709f7D79ceEBaedA5BC5fBA9ca,undefined,38549000000000,
0xE79eA613690deF3083eCC0d55b223E7711369c72,undefined,91761000000000,
0xDD86986bA67b4A1A8E7BE4833Dde2c09243333D7,undefined,2110000000000,
0x230647d9F4Ec617A62A6685058aFF69D729A5Dcf,undefined,1376000000000,
0x000D31e57B61E464C0241Eeb74D9E6EF8F9eBe09,undefined,12571000000000,
0x000B6274E5E9464DF801fCfd8A9FeD607086FbB8,undefined,2743721000000000,12RWX3Ck85xjn1NestWHBfDuu4CV6vmGocByVAKedK1i9GG3
0x65570B90b7887a0CeB57f7604da311E84663a290,undefined,2477000000000,
0x00b31F557D9e0b8eBe6F6FA65D6Bb6E8d774c794,undefined,91761000000000,
0x3C908d506dDB0C9a41766b3f54F2ef592C50FBB5,undefined,10002000000000,
0x00484a2fE88db28Bad5AEACF9aAD06C476542d92,undefined,91761000000000,
0x269f2dF75C2f22DB96592CAd6AD5ce58BB85472B,undefined,55102000000000,152bMUDmVDnYJh86J9im2hKCgQxpVgN1x13pCKSjcVzRpyVh
0x1E9aD7f04d507C0cAd58E5aBfD5a55dab4d3B19a,undefined,11497000000000,
0x93F4C3085D088C79Aa83a9e60ebaA245e8c3425B,undefined,18352000000000,
0x28Ddb52172F1e4B268415b84EDc45316BEa434d5,undefined,27528000000000,
0xE1d483Bb4ab67995D0689DDb9104DF604Cc04178,undefined,2752000000000,
0xcDbE5c54d75ea03526B2241A1D79329805AC23bf,undefined,23858000000000,
0x0087E1AD6809711D463C993d6d4396Ef57423883,undefined,9176000000000,
0x759e87DB3F90E6daDd412213AA32140A8cF26bA1,undefined,13764000000000,
0x4Ed69230Ff6FDC2362113979ad08500065C83f31,undefined,29455000000000,
0x0055e4B4e56E60aed3224764a6479e704E2CB236,undefined,137046000000000,
0x00860B441b1ae0c0641409E5863e1a5F3a28A651,undefined,9222000000000,
0x00D0E8e4Ab292F43b95ab94C1014D22AbC9aDffD,undefined,8717000000000,
0x00B1c20535f3fc208F2B320157B65eA09E960496,undefined,9176000000000,
0x002a66b507752653dd0468EAc677CE6063b58701,undefined,139477000000000,
0x960cbcAC0D20353c14C5A4392af3b80b3f962EeF,undefined,55011000000000,15mPy6AuaMqvjyJJHjiwGfpbHcYoxba7HHiTVdEMHmifmLnG
0x00Bf8EF866B3D8139C982961F6850FaDC17F1d48,undefined,137642000000000,
0x00a53E3FeA0109124613c5bA34c1Bb2a9dbeC3D7,undefined,917617000000000,12j4gSZTpuYM96DjusC2oKzbA772hJUaDZt1nWiR9gmEKTrh
0x003b382fD41C33964BE3e159799E8539C0B78159,undefined,2018758000000000,
0x00106ef113a8Cb3C3A233553c4Ce69EA14d88524,undefined,550570000000000,1WVMfRKT8s9AJc26gvabdhMePn65euASbvHmGUPi4G7A6tB
0x00bc41f12063661d86d9Df79C28C9a360782B478,undefined,220228000000000,
0x00C49b7D15F4B1fC5bedED08a2D77D7D57373f3D,undefined,275285000000000,1483qGEaaPtuXET6JCZVgmDzgeYMTU5FTHjhb6yPcSMxARko
0x98d13c1d3FB4621065d79A06a17a0621DAA314Ee,undefined,36704000000000,
0x121231fa85C0453947732b1E902DFAfa04c71563,undefined,9176000000000,
0x3Ce8a5F25554d7c733169f3b682eb3458b67472F,undefined,1376471000000000,
0x00D7541983658ca17367c10E4Ad6553103B3A719,undefined,91761000000000,
0xd40C1e3c54b1a2443b533b14505B267C1329a25D,undefined,183569000000000,
0x287bB445456EE7a2eA62c0a8c0dE60d6Eb41bf3A,undefined,26514000000000,
0x0f2DBB3E34Ed1D44c56caA450a65199CE15165E3,undefined,119290000000000,
0x0006C9e7BEC9d239b8B08a48c3C4a0AC7dfCa848,undefined,18352000000000,
0x00C316F08646011244eB99228d384661E77CA480,undefined,45663000000000,
0x1f9aA698b3781EA29878036773a0dF87f5325D98,undefined,55057000000000,
0xbD408cbaCbae6aBF32DBcA24ba4400709BcCA948,undefined,637078000000000,
0x0044b3d793d4cBf50F0973E2C8d62Ca3BdcBb38d,undefined,381637000000000,12bd7SBnfDednQYDZBwGBo9Wb7t6shUTFKXSovGmybMC9EPq
0x00f721bc7693c0742843D9d5180715178b81F90F,undefined,15507000000000,12bCqLLCCkQVYVy9DC8sSpRp5nEaLBLVLbGinFBMNFnr2B4x
0x0062B58537fc07796BE0571257f39a591eFE3Cb1,undefined,679036000000000,
0x56b8729Ffcc28C4bB5718c94261543477A4Eb4e5,undefined,91761000000000,
0xEc705B0199B23563C3a3A9B5599aA1747aF42eee,undefined,18352000000000,
0xf74310dfDbDE986ba9BDe96a472efFf97e2234A7,undefined,45926000000000,
0xEB0718Ce75762EEBA4570943d5B2dE2aFB9085B6,undefined,321019000000000,
0x00850453Ab4667fbce4688912E43F1ded185f847,undefined,36704000000000,15fPEPnHt3zdq8yiFNQ1jCibT5T7qxnRtsSnQfe6spQ3xEUm
0x00bD5F99E04c74736c9aF2996D0b15c3F8165207,undefined,100752000000000,
0xdAC2F0E3d8C2bEC6C5f11f6F5e99ADb3e9F3B6ae,undefined,9176000000000,
0xE5e500D5c726Fe768CA583C996e244D0D809A1C9,undefined,4843184000000000,
0x77C56EcFC21bf4bc66aDAe4898224B07A81B4EFA,undefined,41384000000000,1y8NBrG1rimHXpjTrq2KMLP9y9EybjsXM1e3f6bTHpc3mjp
0xFcD8d9d843b3a5558a914Eb74b0ee05E7da49f59,undefined,36796000000000,
0x00B065022613dC0585E7b5536173fBE028Eb6c00,undefined,27528000000000,
0x1213c5F7d2cfc86eb87F0bc54e0418009AC46F99,undefined,55057000000000,
0x1e825B93Af6a21BC084f8F21d59398DAeaf2eCD1,undefined,13810000000000,
0xa33674BCbDCbdF860Db590DB177E3ca258795121,undefined,9176000000000,
0x5852b57C0D039FDA16A6c948D2689B402526497D,undefined,6625000000000,1hXNeGLwzEH83TM42yNJ2od8umxGsW34fA3ihrVQPd2hs72
0x40f264c803b913cE7769aB4319b371b95a072103,undefined,458808000000000,
0x12ecDaD9268108D4cdB6C21da81E447ab12ad84d,undefined,18352000000000,
0x8a7C2054D39cB60856CF2180be68ce2265eaFFe7,undefined,183523000000000,
0x3bE088b61fE7972CcEfD39298656Ef9b147e06B9,undefined,27528000000000,
0x599aD3f92f76E859f7B7A87dBE3AACB81e54C6E6,undefined,917617000000000,16JM3GYdLT56mWEbhQFZNjGFfro7hKYya18RvdJrqYqxqjfD
0xf8F3088978F60F5a6c1992b1B3ADA0F228CF47ac,undefined,320353000000000,14DuEYB7n7qS94HPp3GTAYiDD4zs1wMeu3TD45zy7bbEN5LM
0x3257722a739A71C5bd42D8818A17faa4179385e5,undefined,9084000000000,
0xBB2dA6E051604740D95273C51180219056d3e70C,undefined,183523000000000,
0x1F77687dF949341a0fD8f69A3b557A26e13EFC8f,undefined,1835234000000000,
0x2586319850DEfD14dBFa93fE588780FDEA0d4336,undefined,2752000000000,
0xC6b58E5a157b1d1aee043E50be138B60BB41c478,undefined,550000000000,
0x20aF7b38515F4FCB71c988625Bc3C35d510Ba7B3,undefined,18352000000000,
0xA49b7c571e40e73be0122D9256016ebc704A38C4,undefined,18352000000000,
0x6A4bAB3AB426b32a90C353aE450a1D9712d67d64,undefined,294555000000000,123Me9J958zgSTbFC6kzyZr74kYz1fNAaMbJvv2na7Gc8ZWc
0x00470A170Ba243E44EDa167e15063B4a96F25aaF,undefined,2752851000000000,
0x009B6F347d957e1374610319d75d49348c54251c,undefined,165216000000000,13GgPPnTNUjBu8wtYPEPknXicb31NMVxhSdLt8CoEgXD1bTX
0xAe3e8A291096b596D36CD4F6fcb3EDcbAf50E673,undefined,36750000000000,
0x0087814a753208557c3faD394D80348307326FAC,undefined,27574000000000,1vNzaZ9DRd7KNP5b8KKpXEDFhdxcJLNmeRe1PQHK4v5Qjx5
0x003D69A4460b62a962D7DC8F5cF77Db217998D25,undefined,9176000000000,13ifNRmkVYhwbv55kmhGfkm7dHMUQbF1GTJNUCqiSy6Ys4XF
0xe5027Fdd10e5041c66a7E580C605258bD92b84de,undefined,106351000000000,
0x6064d1a20E529ea15b06551E1690C8f50342eDf2,undefined,210134000000000,
0x00599A3e41A80eD4B6Dc948A52fb52BbA05Ef887,undefined,91669000000000,
0x5E5766EAd1ECe2e47e415F74fcd2D2aEbf46e87a,undefined,134018000000000,
0xc5ce26469794D196f16F4b83422bDae40F610dd8,undefined,91761000000000,
0x0030122b94e0e0c56a5B04FEB3Ec224244a5b18c,undefined,91761000000000,
0xd1ae1c475ef49e628Bfa5E4e09E52fAe00d6B66B,undefined,58347000000000,
0x6C11fA9F82689AA0D4D41F2ed3E3A80932707B46,undefined,28275000000000,15FetbcSf55WhDyaj8uvo7oWjSxFDaSZMHsCTe8Usddq9AjG
0x00EF5b46a23ae74f4C079306FB11198d526b28b3,undefined,284461000000000,
0x0038AA4c51581fb226d7A515C038DE9796F41fff,undefined,458808000000000,
0x1098AFE502a221d6D6687077DaEE2B5692faa9e5,undefined,23399000000000,
0x003F12bA2e37d864732ce8b000270B05Fdb2A893,undefined,76162000000000,
0x5dd5Aa7a9B90B8ca0E608cfa2022281854490Dcb,undefined,183523000000000,
0x00B1a22d149fBe630C3f18a01bD593618e1E2fDd,undefined,31153000000000,16SAnc224PBVgpy6DUbYWt9yd6MVHSa4yZhG9CEAE4AhdGWW
0xB1190e1C02cC7dB63072609b9da9daE5557f478A,undefined,27528000000000,
0xc963b8F2ca98EAb214bA907E8B1FeFC8f291fb09,undefined,64233000000000,
0xDBa1C5969994434143AD0966F1E785dE075B8e67,undefined,13764000000000,
0x43dC2d9BE62beE47b83825a901AEBE29A1277454,undefined,128466000000000,
0x006c0Cc442aB4dC5ed006AF112fd7E064511ECa8,undefined,98675000000000,14dFdqonT37nvgMYBvyVDP3LzEaKunCaZqFSvv5pbBwysUTx
0xF4639a86127f62435576d4eA0665cC07584551Dc,undefined,137642000000000,
0x9b35DBC596F545739e25e203b41823251ACdEe17,undefined,82860000000000,
0x00D97436259F34E11EE1A0BE1E59A98A6C4CcDBc,undefined,68821000000000,15oYJGd36zTtPGK5VPWoycGdMBxYxDfYcdFcQ9yhz3jNqP5Z
0x06118F0B0b10DB4eA349c972900C67fC44d54516,undefined,366955000000000,
0x004d1FE43ac70412E62d8186e8e0Cb261d6c602B,undefined,9359000000000,13SpTFSegQNvE6BdkFoFcKCmaf1HgBh6sChDhJiYYbSDii9n
0x001AD8E92592570E989Ca076e2d5E4c1638cD3c5,undefined,18352000000000,
0xD6FbB8b9BA0bB75bd0F6109Df41A2D22A6F48566,undefined,64233000000000,
0x7Ad682addf837939690DA95071B9492B064797B9,undefined,146818000000000,
0xBA9D129D178bb0D08689948dA60B5517aC35b89B,undefined,862652000000000,
0x00B409f5afA0274854823681114344484d69fc0f,undefined,458808000000000,
0x6285A2A0892b479E0324F4E51b2f1052712A1E73,undefined,46247000000000,
0x005906F955D7A8c58B036a9c36c96398cC40e32D,undefined,229404000000000,
0xef039C706C593b89dc9a9113F96430cdB47A592d,undefined,13764000000000,
0xf74FF8FeC69A8691f8ff0493dBA28b57fE3B11a4,undefined,46339000000000,
0xA6b2FC358A77318DaCD1eABcC8A5b27b7Ec14861,undefined,91761000000000,
0x00957438646D37820df1a7D2434F4955F4C930Ec,undefined,93596000000000,16XLTXi8apoAzoW7Q1YwxRc8KrNxdeHKXW31WGW8e4DJq6Ud
0x0047b1Aae6b63c54033f652a84Fc05eB863aB1Bf,undefined,18489000000000,
0x004c7f45A2cEe4336A07480FC8fA78c101C10409,undefined,1284664000000000,
0x0069b8480Fc4275A0Bc10a317a8687Deb83BA972,undefined,109196000000000,
0x00d920bbd35a0a98f20C6eAc5857Ffd316b80963,undefined,18352000000000,1sZExzWYQAMdkAKDxrr1MjtuLVwnMD4CZQZ8r9trUPjzftL
0x00d97d053f7c5743eb80c78Ae4111EA464Ba30A2,undefined,45880000000000,
0x3f9265FD0B4f92EEE642703e72d749C077CFfBBB,undefined,91761000000000,
0xC8495a15D9120BEc1b5148745f13667dd7104a82,undefined,8913000000000,
0x56f780c276F972eCf6363412132Bd9801204949e,undefined,50468000000000,
0x4a7A5C1f34c57B9d1E0993E83060B6736F6A42bd,undefined,42210000000000,11xChcc7QoodMQcvuZc7td8kTZ2Gbpc4MDPcDqGyV614y2T
0x00512A3d8D53DcEA7E5Eb52946E0D41988b6CA55,undefined,9176000000000,
0x4eF12fe1136A22b1Ba0906561ED22A934e44e244,undefined,183523000000000,
0x006d3a544384b63158fe841D6C84B27D998EE27a,undefined,73409000000000,1X7WxZQY8vstSML8qbcuh1qaz4EBsMc2xaJ2Vx5uvDaUWN9
0x33F00d8B2E67B6239AAF2e152eFC9D85EF113583,undefined,1018234000000000,
0x00994d4Bbb81f3d3Cf352edC8af739C878B78768,undefined,27528000000000,14fkWkH9QZcEFYbWoiFDD4Eqqev8286Jv1ekHJqcYr4swXJv
0x271b8269e278D8A2AB0113dE746C1B1136b320cC,undefined,1160785000000000,
0xb752d54F3436601d8cCb4fA02bf2289192e4AB59,undefined,62663000000000,14imwjnAGLzaPzLrVacqi5xRuPWnLDSpYhPkafmGT3FkjdnW
0x00729f3355FdF72962E9734FFA26CCFF9e64C0Ac,undefined,35287891000000000,
0x13376a50540351f4D0242E20256E857A80bC86b0,undefined,3165779000000000,12pXU6huvADMp2rDJB6JL4iwcRDKdxwnkjvcRewsqbQ9XnX2
0xaDdb5210DcE9127918Db041CaEE93BE7b50CE633,undefined,3693409000000000,16XpPeWVLPr1itvzg211CpqLUvRsm4STQp7vMTKNTuKexcQJ
0x386c6c6A0df3Ebf66B64cb34C6f8834b9711A2E1,undefined,2110519000000000,15fTw39Ju2jJiHeGe1fJ5DtgugUauy9tr2HZuiRNFwqnGQ1Q
0x002408a2f9BBF1fEe7A53eB361F8eB2Ce47aa6af,undefined,20497117000000000,12zeiSCjwXpQ3N9gJjfAedUMZ8saKa4cRTvfJk14iuE64rkZ
0x70f055cd7B671c7d5f167C93b506f30EE46C9938,undefined,177336000000000,
0xED53F7C273F524Da37F189E800b9bB66ec9EA26d,undefined,709346000000000,
0xE6C6C739e406Cf3ccb1c666D24CFd200585FaAFe,undefined,512427000000000,15cyfRSMHpFcK1WooA4pTUVQMnNSSVcjEPs83cC6MqzSppW3
0x001BDd794E80B596665dFED06d2876EEDFe4F1EC,undefined,116078590000000000,
0x061C15a9cE506d6169Cb3f7269B6B426c1D7223c,0xe4fC54aD6d9B96543F33797cc384ED2ee33902DD,5540114000000000,
0x0569Baf12b57bE4808c0539B9eB6B34b0fca7466,undefined,31657797000000000,15aGvWjHZeiAV2y6cam2FtPAnqFcq8n3Wtbpa6RZD36NawQJ
0xF170D28A026Ca70f9c4A011409cFf2D195d0359B,undefined,36934096000000000,
0x17d907986cF67F89Bc3EF8E874391495a0640395,undefined,2638149000000000,15oJDEfMDTuhZ6u9Pnjhnb8DUdWJd7MTk4yVNmBYjtJqAsyr
0x00812Ef6564c068b4612E2c1f289358A115B2DdC,undefined,2954727000000000,
0xD8F150fEB4983f36Ab7bf83F0829c94A00471c1E,undefined,47486696000000000,
0x3Fb4981d33258835eD1de86668344EE3f08C626D,undefined,30876905000000000,1zhdzxEgrZasHdmq8pNVQenXhHAMU9jf6M1fKepkrCtnzoy
0x005E42814cDf3Db319923b257A0e0A48e3Ee5350,undefined,33557265000000000,12xqJuaTuXKBDhvLTk4FpedTjgRwipfwe2NTQwFqyM5xXv9t
0x63C62D874eD1c6fB31eCF56529892875Ac6B467B,undefined,7093468000000000,
0x4185524e7B4ec8f909A435F4Ac705f9348105b32,undefined,3482357000000000,14xCr6YpCyki8TdjkJr6yhUKzsTqNFuaFeLZ87YK1kQV2ABW
0xE8Fc0738b7450ebf2b496CD15652b1805346be72,undefined,1024982000000000,
0xB3C2a4ce7ce57A74371b7E3dAE8f3393229c2aaC,undefined,9497339000000000,16fM2nc4mxA65FLsCqxxpJthdh8f79KYC5V9QeC3YL6EEYG2
0x2c840D94DCF091b87Fd63Db7Eb0885d9ca4B5f79,undefined,34823577000000000,
0xB4fcdF9E6c5fC7AB486cb70177E3676f1dF239f4,undefined,21105198000000000,12EuucoVGdioksm9pXspKkyq5A9BzV2CkqFC6Y5Ug7AByxok
0x002309DF96687e44280BB72c3818358FAEeB699c,undefined,5856692000000000,
0x7A669ef68dA390965Ed95CCE8F02f6A11a6520ba,undefined,1064020000000000,
0x00004c5c68dE80a76948DfCF7a77045aF476d346,undefined,15828898000000000,
0x0017dD07201d4f2F7cf7B46d5B54f710Ab579F4C,undefined,425608000000000,
0xc163730557Af3cC84dFFd66afFB23d2347154257,undefined,1773367000000000,
0x600011fEe56096e5858518Ba9d12C43474866e37,undefined,1899467000000000,
0x4678b10000b032197AE5a403058Cd72096198650,undefined,73868193000000000,1pqYSLsSSzLCkTdGqebAEwLRSUyPS2JQQzQu1Uvhn85siJm
0x00FCaf0A13A98B04a3080D7e246FfA7D072777e7,undefined,1091764000000000,
0x3518a8c749b8c46685B5bFBB5AC32932edAfC9F9,0x7f850F79d88F711E456A2F00241aC40DdDd2b8BF,5319651000000000,
0x6641a9a247811657A0c435567260eEA47c3FC81A,undefined,527629000000000,
0x00DB158028c2d7dB707c525956aA3fDE0409ecA0,undefined,1418693000000000,
0x009978D735F1A23Bb6922B620c490AC4aBa66CFD,undefined,52762995000000000,12nXN6Kow8kQJ58uZ4J1hoRq3U7qNyEifMsCX6Qvh3Vv7wtZ
0x0055a15e869bB215E605335181284aEe8bE30A50,undefined,9112169000000000,12KEiVDZYe69ZNU7NDaB8D6vrm4eHHocp2r7jb56ymp7mS4h
0xC094df9784E3a409A27f39875a85D47fb9D6D520,undefined,85404654000000000,
0x67936306C1490dB7C491B0fE56BCf067eDE1Fd28,undefined,8540465000000000,
0x9f043f875302e01D60D90831Ca17593557969B10,undefined,4379328000000000,12nG4eTij6Z1oJrfGh13pPThJHHLJWN8vDVRMwuS44wpEu4e
0x032F6B944721fD338858bcC0e323D9aFe77E0a40,undefined,3546734000000000,1Ho7XRibT4v8zN5wwSi27DLE5NxQQ1NwEAxxwng7dX4zsxA
0xcd0cbe2EefA616252E493B03b5C2dbB9060784Ff,undefined,7386819000000000,
0x00E5cDD4B7b3a78a4277749957553371cb6B2310,undefined,6319944000000000,
0x022070e52aD6F0425f72feB16636FFFce243529C,undefined,27535143000000000,
0xbdAc7423cA974DEB9f4D5db731cbc3f5C64E3f4B,undefined,17733672000000000,
0x0887159799951fa038ECD71Dd8335d2c19D14d29,undefined,1793497000000000,
0x0089698aB4f16050d36225631917D4Db489DC251,undefined,10552599000000000,
0x0ca15A530DCA1D29CA3557b90D80e3A05638FdBC,undefined,42560813000000000,
0xe92133cf03d81c3A6DBc919F19ddC3c3ae95F354,undefined,42560813000000000,
0x1020DF9DA65f804831Fa334E16BefBac20599A33,undefined,42560813000000000,
0xEa72Ad53b162c6759b80A0B33e523f391A9c41a1,undefined,36406467000000000,
0x01A7d9fa7d0Eb1185c67e54dA83c2e75dB69E39f,undefined,31657797000000000,
0x00e18a7C74b913a4F28dA74fe2c194eD4655D63e,undefined,22205210000000000,1y1GG1WtSiygitoFYuxnrtt3jo3XTVQxhcG2u9vvu2uR3ND
0x07ef90799d9DF56A442E958D6Bcbb274f2F9bD55,undefined,40013180000000000,15ZrxEZqWDtydcmKAnyzr1aRKy8giJs1JVJE2Af19KWJGkkq
0x00cb139d5B7F41D8b74B5A5027cA35e9AC8A7cda,undefined,949733000000000,
0x6Be555d4469720A6A980245A1A2139A5E678e415,undefined,12469079000000000,1REAJ1k691g5Eqqg9gL7vvZCBG7FCCZ8zgQkZWd4va5ESih
